Wall time,Step,Value
1616338662.6508825,493,1.4153343439102173
1616344727.5665598,507,1.3664034605026245
1616350949.7746897,521,1.342402696609497
1616357029.0412145,535,1.210684895515442
1616361219.694967,549,1.180987000465393
1616365115.8623965,563,1.1669094562530518
1616369129.7597518,577,1.0787169933319092
1616373345.3706913,591,1.0174026489257812
1616377402.260831,605,1.0919424295425415
1616381142.9593787,619,1.0469902753829956
1616384703.0232968,633,0.848125696182251
1616388171.8097382,647,0.8253410458564758
1616391643.284395,661,0.7926787734031677
1616395139.2151618,675,0.8408570885658264
1616398611.865826,689,0.8434996008872986
1616402120.5662823,703,0.7578648328781128
1616405599.5251188,717,0.6295400857925415
1616409166.054991,731,0.6656389236450195
1616412725.121787,745,0.710516631603241
1616416384.3922157,759,0.5168023705482483
1616419863.0068362,773,0.6565659046173096
1616423448.5843039,787,0.6416016221046448
1616427174.2170677,801,0.5048775672912598
1616430886.3536725,815,0.47283846139907837
1616434516.3615184,829,0.5422350168228149
1616438167.7332256,843,0.5490804314613342
1616441899.0880792,857,0.46247902512550354
1616445662.857174,871,0.5041351318359375
1616449360.0044703,885,0.3999191224575043
1616453134.444737,899,0.4987829029560089
1616456770.2744489,913,0.4847869277000427
1616460515.9225628,927,0.44805076718330383
1616464188.6065416,941,0.38127222657203674
1616467899.051792,955,0.3988382816314697
1616471523.1135864,969,0.4622313380241394
1616475231.709022,983,0.46182963252067566
1616478997.0075552,997,0.37289634346961975
1616482704.3480275,1011,0.3720628619194031
1616486113.2735493,1025,0.34270089864730835
1616489575.1666012,1039,0.4126971662044525
1616492948.4287257,1053,0.4161609709262848
1616496363.7000473,1067,0.45762982964515686
1616499742.2864869,1081,0.3690786361694336
1616503297.9044442,1095,0.3674452602863312
1616507642.7501495,1109,0.37259820103645325
1616511954.6430779,1123,0.32456427812576294
1616516210.2895086,1137,0.3186933994293213
1616520279.6143584,1151,0.34338876605033875
1616523976.4399498,1165,0.3112335503101349
1616527961.368624,1179,0.3569095730781555
1616532320.6408243,1193,0.33171501755714417
1616536668.7937117,1207,0.2949194610118866
1616541364.1437159,1221,0.3143678307533264
1616546632.756063,1235,0.26094645261764526
1616552035.5854757,1249,0.27248573303222656
1616557159.6595886,1263,0.32341268658638
1616561839.3746119,1277,0.3253704309463501
1616566392.2793112,1291,0.30026036500930786
1616571004.2071247,1305,0.27590540051460266
1616576776.516685,1319,0.2676744759082794
1616581604.918858,1333,0.2806544601917267
1616586449.3624356,1347,0.2695138156414032
1616591805.725141,1361,0.24757683277130127
1616596549.160416,1375,0.27069300413131714
1616600596.63625,1389,0.25364071130752563
1616604535.2098737,1403,0.25548455119132996
1616608394.9521368,1417,0.2882983088493347
1616612376.134418,1431,0.27354204654693604
1616616338.0798354,1445,0.26805025339126587
1616620307.5587833,1459,0.23539958894252777
1616624372.2337246,1473,0.24380198121070862
1616628345.215875,1487,0.22238343954086304
1616632498.4400275,1501,0.22240717709064484
1616636666.6598668,1515,0.23938576877117157
1616640761.3013988,1529,0.2215191125869751
1616644804.1996338,1543,0.23761869966983795
1616648999.088419,1557,0.21642358601093292
1616653027.958762,1571,0.21258607506752014
1616657256.995988,1585,0.20506587624549866
1616661406.4376276,1599,0.21133869886398315
1616665719.6523254,1613,0.20922201871871948
1616670046.5914135,1627,0.20469197630882263
1616674768.701662,1641,0.2063317596912384
1616680285.0516367,1655,0.2115688920021057
1616685236.6235116,1669,0.18626683950424194
1616690162.4365604,1683,0.1985892951488495
1616695150.9997225,1697,0.2266363799571991
1616700211.2206416,1711,0.19892673194408417
1616705277.8809056,1725,0.2140364944934845
1616709677.6163502,1739,0.19929306209087372
1616713837.7523143,1753,0.17935778200626373
1616717994.5801516,1767,0.23097191751003265
1616721569.3815284,1781,0.19726742804050446
1616725963.3617914,1795,0.1763795018196106
1616731356.7482474,1809,0.1899222731590271
1616736084.578968,1823,0.2018682062625885
1616740484.0888343,1837,0.19377970695495605
1616744299.1225884,1851,0.20194710791110992
1616748772.4717171,1865,0.16505052149295807
1616753381.0773084,1879,0.18371526896953583
1616757650.7013454,1893,0.18311192095279694
1616762189.9121237,1907,0.19733141362667084
1616767176.5912073,1921,0.17194019258022308
1616772454.5228994,1935,0.16403169929981232
1616778185.3465316,1949,0.17877651751041412
1616783952.72113,1963,0.18198885023593903
1616789651.259431,1977,0.2121943086385727
1616795023.7816105,1991,0.17828741669654846
1616800299.8190508,2005,0.16014981269836426
1616805701.2567103,2019,0.1644793450832367
1616811046.558585,2033,0.1712583303451538
1616816480.4275804,2047,0.1644294261932373
1616821652.072374,2061,0.16728141903877258
1616826294.8684368,2075,0.1688804030418396
1616831408.1897502,2089,0.19441261887550354
1616836525.8518233,2103,0.17297421395778656
1616841418.2266517,2117,0.1537589132785797
